a,b,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,vol_total,trk_vol
10679,10709,0.08,2,0.17,0.18,11,25,2,16317,2,8379.19,837
10679,10736,0.44,1,1.05,1.05,21,64,2,21117,0,392.99,26
10680,10637,0.13,2,0.34,0.34,11,64,4,39284,0,8501.33,697
10681,10729,0.13,1,0.33,0.33,11,64,3,32211,0,8573.97,818
10682,10697,0.38,1,0.44,0.45,31,16,2,50206,0,13921.87,439
10683,10674,0.1,2,0.25,0.25,11,64,3,32211,0,2774.99,202
10684,10663,0.24,2,0.28,0.28,31,16,2,50206,0,7029.75,561
10684,10743,0.4,1,0.47,0.48,31,16,2,50206,0,13357.05,441
10685,10644,0.13,1,0.25,0.25,31,42,1,11285,2,1732.96,87
10685,10732,0.13,2,0.25,0.25,31,42,1,11285,2,3119.18,87
10686,10676,0.03,2,0.08,0.08,11,64,4,39284,0,9004.94,593
10687,10676,0.08,1,0.21,0.21,11,38,1,9171,2,1452.79,108
10687,10704,0.03,1,0.09,0.09,11,64,4,39284,0,7274.66,614
10687,10713,0.19,2,0.52,0.52,11,46,1,6170,2,791.47,59
10688,10604,0.41,2,0.88,0.88,21,71,1,21028,0,3530.1,281
10688,10715,0.33,1,0.71,0.71,21,71,2,42057,0,7858.29,1073
10689,10672,0.06,1,0.16,0.16,11,46,2,12486,2,3240.88,274
10689,10701,0.04,1,0.1,0.1,11,64,3,32211,0,896.43,103
10689,10713,0.06,2,0.13,0.13,11,25,2,16317,2,3186.06,228
10690,10612,0.24,1,0.44,0.54,42,25,3,29775,2,21643.24,1736
10690,10706,0.08,2,0.16,0.16,31,42,1,11285,2,1927.22,41
10690,10784,0.29,2,0.52,0.6,42,25,3,29775,2,20104.74,1603
10691,10664,0.25,1,0.42,0.45,31,32,2,27627,2,16644.51,995
10691,10720,0.25,2,0.42,0.45,31,32,2,27627,2,16470.64,1060
10692,10642,0.18,1,0.28,0.29,34,23,2,21820,2,8142.5,553
10692,10786,0.39,2,0.61,0.63,34,23,2,21820,2,8713.4,574
10693,10683,0.05,2,0.13,0.13,11,64,3,32211,0,2063.93,112
10694,10595,0.34,2,0.4,0.4,31,16,2,50206,0,7655.39,620
10695,10743,0.16,1,0.19,0.19,31,16,2,50206,0,7552.77,555
10697,10710,0.12,1,0.14,0.14,31,16,3,74960,0,21494.81,1013
10698,10675,0.17,1,0.3,0.32,21,24,2,16440,2,8462.27,1316
10698,10679,0.12,1,0.29,0.29,21,64,2,21117,0,3741.92,578
10698,10709,0.09,2,0.18,0.18,21,34,2,21218,2,3291.53,548
10699,10614,0.25,1,0.42,0.46,42,24,3,29228,2,16677.5,781
10699,10739,0.13,2,0.21,0.24,42,24,3,29228,2,18552.5,1161
10700,10723,0.22,1,0.33,0.33,11,15,3,54489,0,9765.17,1202
10701,10707,0.06,1,0.16,0.16,11,64,2,21316,0,610.77,68
10701,10716,0.06,2,0.16,0,11,46,1,6170,2,0,0
10702,10686,0.03,2,0.09,0.09,11,64,4,39284,0,8196.3,578
10702,10693,0.06,2,0.15,0.15,11,64,3,32211,0,2767.8,209
10703,10671,0.25,1,0.48,0.49,31,42,2,23051,2,5325.94,88
10703,10719,0.17,2,0.33,0.33,31,42,2,23051,2,4674.07,117
10704,10711,0.03,1,0.07,0.07,11,64,4,39284,0,7116.91,593
10706,10690,0.08,1,0.16,0.16,31,42,1,11285,2,1865.1,52
10706,10728,0.22,2,0.43,0.43,31,42,1,11285,2,998.37,6
10707,10650,0.17,1,0.46,0.46,11,46,2,12486,2,446.15,44
10707,10726,0.06,2,0.16,0.16,11,46,2,12486,2,763.98,103
10708,10702,0.06,2,0.16,0.16,11,64,3,32211,0,4707.81,271
10709,10679,0.08,1,0.17,0.17,11,25,2,16317,2,3870.19,135
10709,10698,0.09,1,0.18,0.18,21,34,2,21218,2,8462.27,1316
10709,10747,0.12,2,0.22,0.22,31,25,2,18441,2,5435.56,433
10709,10750,0.38,2,0.81,0.81,21,34,2,21218,2,1523.13,284
10710,10712,0.01,2,0.02,0.02,31,42,1,11285,2,2690.19,311
10710,10754,0.45,1,0.82,1,42,25,3,29775,0,20858.53,949
10711,10708,0.02,2,0.06,0.06,11,64,3,32211,0,4777.23,282
10711,10742,0.1,1,0.26,0.26,11,64,4,39284,0,7683.69,743
10712,10684,0.26,2,0.3,0.32,31,16,2,50206,0,20386.8,1002
10712,10710,0.01,1,0.02,0.02,31,42,1,11285,2,2135.5,215
10712,10724,0.03,2,0.06,0.06,31,42,1,11285,2,1271.37,84
10713,10687,0.19,1,0.52,0.52,11,46,1,6170,2,212,11
10713,10689,0.06,1,0.13,0.13,11,25,2,16317,2,3538.96,302
10713,10716,0.04,2,0.11,0.11,11,46,1,6170,2,176.34,24
10713,10733,0.06,2,0.13,0.13,11,25,2,16317,2,4354.28,342
10714,10680,0.09,2,0.24,0.24,11,64,4,39284,0,8525.65,684
10715,10783,0.26,1,0.24,0.28,31,11,4,118822,0,58972.79,7152
10716,10701,0.06,1,0.16,0.16,11,46,1,6170,2,4.38,0
10716,10713,0.04,1,0.11,0.11,11,46,1,6170,2,942.81,99
10716,10725,0.05,2,0.13,0.13,11,46,1,6170,2,213.95,28
10716,10738,0.06,2,0.17,0.17,11,46,1,6170,2,54.95,6
10717,10667,0.54,2,0.9,1.12,42,24,2,19314,0,14539.88,1328
10717,10721,0.01,2,0.02,0.02,42,24,2,19314,2,9139.75,704
10718,10630,0.26,1,0.48,0.5,31,41,2,24268,2,12408,611
10718,10781,0.2,2,0.37,0.38,31,41,2,24268,2,12780.34,663
10719,10703,0.17,1,0.33,0.33,31,42,2,23051,2,5474.81,134
10719,10732,0.08,2,0.16,0.16,31,42,2,23051,2,5095.58,132
10720,10634,0.25,1,0.56,0.56,31,33,2,24044,2,5026.41,201
10720,10691,0.25,1,0.42,0.45,31,32,2,27627,2,16917.31,993
10720,10735,0.03,2,0.06,0.06,31,32,2,27627,2,8469.48,317
10720,10749,0.25,2,0.42,0.45,31,32,2,27627,2,15658.12,1008
10721,10717,0.01,1,0.02,0.02,42,24,2,19314,2,3264.44,233
10721,10755,0.29,2,0.49,0.52,42,24,2,19314,2,9885.51,762
10721,10763,0.36,1,0.6,0.71,42,24,3,29228,0,20417.9,1772
10722,10711,0.1,2,0.25,0.25,11,64,3,32211,0,5344,432
10723,10736,0.22,1,0.47,0.47,21,71,2,42057,0,4117.19,442
10723,13120,0.29,1,0.44,0.44,11,15,2,36163,0,5647.98,760
10724,10712,0.03,1,0.06,0.06,31,42,1,11285,2,1166.37,75
10724,10802,0.27,2,0.53,0.53,31,42,1,11285,2,1271.37,84
10725,10716,0.05,1,0.13,0.13,11,46,1,6170,2,997.76,105
10725,10726,0.02,2,0.05,0.05,11,46,1,6170,2,119.99,14
10726,10707,0.06,1,0.16,0.16,11,46,2,12486,2,49.85,4
10726,10725,0.02,1,0.05,0.05,11,46,1,6170,2,518.68,70
10726,10744,0.06,2,0.16,0.16,11,46,2,12486,2,371.67,48
10727,10647,0.23,1,0.4,0.4,31,24,3,27401,2,5297.73,360
10727,10770,0.15,2,0.27,0.27,31,24,3,27401,2,5857.33,376
10728,10706,0.22,1,0.43,0.43,31,42,1,11285,2,901.12,8
10728,10766,0.4,2,0.78,0.78,31,42,1,11285,2,1506.01,12
10729,10759,0.09,1,0.24,0.24,11,64,3,32211,0,8609.71,835
10730,10688,0.35,2,0.53,0.53,11,15,3,54489,0,11388.39,1354
10731,10646,0.27,2,0.25,0.32,31,11,3,89518,0,55951,6616
10731,10700,0.52,2,1.11,1.11,21,71,2,42057,0,6272.35,926
10732,10685,0.13,1,0.25,0.25,31,42,1,11285,2,1353.6,87
10732,10719,0.08,1,0.16,0.16,31,42,2,23051,2,5906.49,153
10732,10746,0.15,2,0.28,0.28,31,42,2,23051,2,7856.95,134
10733,10713,0.06,1,0.13,0.13,11,25,2,16317,2,3158.2,269
10733,10722,0.09,2,0.25,0.25,11,64,3,32211,0,1710.59,236
10733,10748,0.05,2,0.11,0.11,11,25,2,16317,2,5063.8,404
10734,10702,0.1,2,0.26,0.26,11,64,4,39284,0,6256.3,516
10735,10720,0.03,1,0.06,0.06,31,32,2,27627,2,8274.29,366
10735,10745,0.05,1,0.08,0.08,31,62,2,24416,0,8469.48,317
10736,10741,0.06,1,0.12,0.12,21,63,3,31772,0,4510.18,468
10737,10682,0.18,2,0.21,0.21,31,16,2,50206,0,13921.87,439
10737,10694,0.14,2,0.17,0.17,31,16,2,50206,0,7655.39,620
10738,10716,0.06,1,0.17,0.17,11,46,1,6170,2,41.99,4
10738,10733,0.05,2,0.13,0.13,11,64,1,10389,0,299.94,46
10738,10767,0.1,2,0.29,0.29,11,46,1,6170,2,54.95,6
10739,10699,0.13,1,0.21,0.23,42,24,3,29228,2,17258.54,831
10739,10773,0.13,2,0.21,0.24,42,24,3,29228,2,19024.8,1210
10740,10735,0.03,2,0.06,0.06,31,62,2,24416,0,8274.29,366
10740,10745,0.04,1,0.08,0,31,62,2,24416,0,0,0
10741,10714,0.08,2,0.22,0.22,11,64,4,39284,0,9173.06,777
10741,10752,0.08,1,0.15,0.15,21,63,3,31772,0,1930.56,309
10741,10762,0.07,2,0.13,0.13,21,24,2,16440,2,1804.63,114
10742,10769,0.1,1,0.26,0.26,11,64,4,39284,0,10129.83,879
10743,10737,0.02,2,0.02,0.02,31,16,2,50206,0,21577.27,1059
10743,10811,0.25,2,0.45,0.54,42,25,3,29775,2,20909.82,996
10744,10726,0.06,1,0.16,0.16,11,46,2,12486,2,56.23,5
10744,10778,0.1,2,0.29,0.29,11,46,2,12486,2,371.67,48
10745,10765,0.07,1,0.13,0.13,31,62,2,24416,0,8469.48,317
10746,10732,0.15,1,0.28,0.29,31,42,2,23051,2,6902.28,155
10746,10768,0.23,2,0.45,0.46,31,42,2,23051,2,7856.95,134
10747,10709,0.12,1,0.22,0.22,31,25,2,18441,2,5429.22,392
10747,10787,0.13,2,0.23,0.23,31,25,2,18441,2,4594.45,261
10748,10733,0.05,1,0.11,0.11,11,25,2,16317,2,5078.29,527
10748,10777,0.1,2,0.21,0.21,11,25,2,16317,2,5706.81,413
10749,10720,0.25,1,0.42,0.45,31,32,2,27627,2,16133.89,923
10749,10771,0.25,2,0.42,0.44,31,32,2,27627,2,15396.4,1003
10750,10709,0.38,1,0.81,0.81,21,34,2,21218,2,2191.2,391
10750,10757,0.06,2,0.13,0.13,21,34,2,21218,2,2656.78,402
10751,10730,0.22,2,0.34,0.34,11,15,3,54489,0,9883.24,1264
10752,10759,0.05,1,0.11,0.11,21,63,3,31772,0,2834.4,420
10753,10671,0.25,1,0.49,0.5,31,42,1,11285,2,2878.74,113
10753,10804,0.19,2,0.36,0.36,31,42,1,11285,2,4119.49,199
10754,10758,0.01,2,0.02,0,31,42,2,23051,2,0,0
10754,10780,0.52,1,0.94,2.09,42,25,2,19670,0,22709.43,1082
10755,10721,0.29,1,0.49,0.52,42,24,2,19314,2,9516.77,688
10755,10772,0.21,2,0.35,0.37,42,24,2,19314,2,9897.13,765
10756,10665,0.3,2,0.6,0.71,31,71,1,21028,0,16084.94,1983
10756,10731,0.1,2,0.1,0.11,31,11,4,118822,0,62223.35,7542
10757,10730,0.16,2,0.34,0.34,21,71,1,21028,0,1505.15,90
10757,10750,0.06,1,0.13,0.13,21,34,2,21218,2,3279.36,511
10757,10762,0.06,2,0.14,0.14,21,34,2,21218,2,1922.23,341
10758,10712,0.45,2,0.82,0.96,42,25,3,29775,0,19937.12,915
10758,10754,0.01,1,0.02,0.02,31,42,2,23051,2,1850.9,133
10759,10751,0.17,2,0.36,0.36,21,71,1,21028,0,3063.27,428
10759,10774,0.23,1,0.46,0.46,21,63,3,31772,0,2554.49,371
10759,10776,0.06,1,0.13,0.13,21,63,3,31772,0,5826.36,456
10760,10635,0.37,1,0.59,0.67,31,23,2,21820,2,12395.58,706
10760,10717,0.35,2,0.59,0.7,42,24,3,29228,0,20402.6,1791
10760,10763,0.01,2,0.02,0.03,42,24,2,19314,2,16047.09,929
10761,10734,0.1,2,0.26,0.26,11,64,4,39284,0,6782.12,606
10762,10741,0.07,1,0.13,0.14,21,24,2,16440,2,8398.07,732
10762,10757,0.06,1,0.14,0.14,21,34,2,21218,2,4049.96,540
10762,10797,0.13,2,0.23,0.23,21,24,2,16440,2,1243.55,68
10763,10760,0.01,1,0.02,0.02,42,24,2,19314,2,13524.54,1643
10763,10785,0.61,1,1.1,2.21,42,25,2,19670,0,21852.35,1059
10763,10800,0.13,2,0.22,0.34,42,24,2,19314,2,18253.87,1937
10764,10740,0.1,2,0.18,0.19,31,62,2,24416,0,8274.29,366
10765,10775,0.06,1,0.11,0.11,31,62,2,24416,0,8370.99,311
10766,10728,0.4,1,0.78,0.78,31,42,1,11285,2,1414.79,16
10766,10794,0.3,2,0.57,0.57,31,42,1,11285,2,1193.66,12
10767,10738,0.1,1,0.29,0.29,11,46,1,6170,2,341.93,50
10767,10778,0.07,2,0.19,0.19,11,46,1,6170,2,400.81,84
10767,10799,0.1,2,0.27,0.27,11,46,1,6170,2,149.43,12
10768,10746,0.23,1,0.45,0.46,31,42,2,23051,2,6902.28,155
10768,10787,0.12,2,0.24,0.24,31,42,2,23051,2,7816.01,135
10769,10798,0.1,1,0.26,0.26,11,64,4,39284,0,10484.34,910
10770,10727,0.15,1,0.27,0.27,31,24,3,27401,2,5480.99,371
10770,10779,0.08,2,0.14,0.15,31,41,1,11846,2,6897.44,110
10770,10848,0.34,2,0.6,0.64,31,24,3,27401,2,12335.34,443
10771,10749,0.25,1,0.42,0.45,31,32,2,27627,2,15942.82,920
10771,10795,0.25,2,0.42,0.45,31,32,2,27627,2,15822.17,1028
10772,10755,0.21,1,0.35,0.37,42,24,2,19314,2,9521.17,679
10772,10796,0.25,2,0.39,0.42,31,23,2,21820,2,12031.13,939
10773,10739,0.13,1,0.21,0.24,42,24,3,29228,2,17674.48,901
10773,10830,0.25,2,0.42,0.47,42,24,3,29228,2,17832.09,1147
10774,10782,0.05,1,0.1,0.1,11,63,3,32868,0,8202.47,1131
10775,10764,0.06,2,0.11,0.11,31,62,2,24416,0,365.27,20
10775,10788,0.05,1,0.09,0.09,31,62,2,24416,0,8005.72,291
10776,10762,0.13,2,0.26,0.26,21,63,2,21004,0,3321.29,505
10776,10803,0.14,1,0.29,0.29,21,63,3,31772,0,6903.69,346
10777,10748,0.1,1,0.21,0.22,11,25,2,16317,2,7149.67,778
10777,10790,0.05,2,0.1,0.1,11,25,2,16317,2,5964.56,496
10778,10744,0.1,1,0.29,0.29,11,46,2,12486,2,56.23,5
10778,10767,0.07,1,0.19,0.19,11,46,1,6170,2,306.02,47
10778,10844,0.3,2,0.81,0.81,11,46,1,6170,2,433.11,88
10779,10770,0.08,1,0.14,0.15,31,41,1,11846,2,6868.75,93
10779,10793,0.18,2,0.33,0.36,31,41,1,11846,2,6897.44,110
10780,10760,0.61,2,1.11,1.43,42,25,3,29775,0,22709.43,1082
10781,10718,0.2,1,0.37,0.39,31,41,2,24268,2,12727.31,653
10781,10794,0.05,2,0.1,0.1,31,41,2,24268,2,12780.34,663
10782,10791,0.1,1,0.22,0.22,11,63,3,32868,0,7551.38,1050
10783,10808,0.1,1,0.1,0.12,31,11,4,118822,0,74682.41,9074
10784,10690,0.29,1,0.52,0.61,42,25,3,29775,2,19823.45,1616
10784,10828,0.22,2,0.41,0.47,42,25,3,29775,2,19278.86,1498
10785,10758,0.52,2,0.94,1.89,42,25,2,19670,0,21852.35,1059
10786,10692,0.39,1,0.61,0.63,34,23,2,21820,2,8142.5,553
10786,10832,0.35,2,0.55,0.57,34,23,2,21820,2,9564.13,622
10787,10747,0.13,1,0.23,0.23,31,25,2,18441,2,4631.49,202
10787,10768,0.12,1,0.24,0.24,31,42,2,23051,2,6770.2,153
10787,10807,0.25,2,0.48,0.48,31,42,2,23051,2,8404.54,372
10787,13421,0.12,2,0.23,0.23,31,25,2,18441,2,5177.7,151
10788,10764,0.06,2,0.11,0.11,31,62,2,24416,0,7909.02,346
10788,10819,0.17,2,0.31,0.31,42,33,2,24044,2,8005.72,291
10789,10751,0.27,2,0.6,0.6,11,71,2,42057,0,6819.97,836
10789,10776,0.14,2,0.28,0.28,21,63,2,21004,0,4398.63,395
10790,10777,0.05,1,0.1,0.11,11,25,2,16317,2,7505.21,855
10790,10812,0.1,2,0.21,0.21,11,25,2,16317,2,5883.46,496
10791,10761,0.1,2,0.26,0.26,11,64,4,39284,0,7106.15,630
10791,10798,0.09,1,0.17,0.17,21,63,3,31772,0,8187.92,1063
10792,10789,0.04,2,0.08,0.08,11,63,3,32868,0,11218.6,1231
10793,10779,0.18,1,0.33,0.35,31,41,1,11846,2,6868.75,93
10793,10811,0.26,2,0.48,0.53,31,41,1,11846,2,7468.46,155
10794,10766,0.3,1,0.57,0.57,31,42,1,11285,2,1126.05,16
10794,10781,0.05,1,0.1,0.11,31,41,2,24268,2,12727.31,653
10794,10816,0.1,2,0.19,0.2,31,41,2,24268,2,12794.67,657
10794,10817,0.34,2,0.66,0.66,31,42,1,11285,2,2186.96,32
10795,10771,0.25,1,0.42,0.45,31,32,2,27627,2,16385.56,947
10795,10814,0.25,2,0.42,0.44,31,32,2,27627,2,14201.21,927
10796,10772,0.25,1,0.39,0.42,31,23,2,21820,2,11721.42,831
10796,10813,0.25,2,0.4,0.46,31,23,2,21820,2,14107.46,1025
10796,10824,0.13,2,0.24,0.25,31,34,1,11715,2,6221.73,172
10797,10762,0.13,1,0.23,0.24,21,24,2,16440,2,6643.42,380
10797,10823,0.12,2,0.23,0.23,21,24,2,16440,2,1243.55,68
10798,10806,0.09,1,0.19,0.19,21,63,3,31772,0,8235.98,1063
10798,10809,0.04,1,0.09,0.09,21,63,4,38877,0,10436.28,910
10799,10767,0.1,1,0.27,0.27,11,46,1,6170,2,510.05,86
10799,10822,0.11,2,0.3,0.3,11,46,1,6170,2,145.64,12
10800,10763,0.13,1,0.22,0.33,42,24,2,19314,2,17165.77,1938
10800,10829,0.16,2,0.27,0.35,42,24,2,19314,2,15734.34,1895
10800,10843,0.26,2,0.51,0.51,31,42,1,11285,2,2519.53,42
10801,10792,0.07,2,0.16,0.16,11,63,3,32868,0,10281.94,1160
10802,10724,0.27,1,0.53,0.53,31,42,1,11285,2,1166.37,75
10802,10840,0.19,2,0.37,0.37,31,42,1,11285,2,1688.35,122
10803,10825,0.13,1,0.25,0.25,21,63,3,31772,0,6903.69,346
10804,10753,0.19,1,0.36,0.37,31,42,1,11285,2,3968.72,192
10804,10841,0.19,2,0.37,0.37,31,42,1,11285,2,2931.82,118
10805,10756,0.2,2,0.18,0.24,31,11,4,118822,0,78308.29,9525
10806,10812,0.1,1,0.19,0.19,21,63,3,31772,0,7472.16,1002
10807,10787,0.25,1,0.48,0.49,31,42,2,23051,2,8035.83,362
10807,10823,0.25,2,0.49,0.49,31,42,2,23051,2,7484.57,357
10808,10856,0.25,1,0.24,0.3,31,11,4,118822,0,74682.41,9074
10809,10815,0.04,1,0.07,0.07,21,63,4,38877,0,10436.28,910
10810,10791,0.08,2,0.16,0.16,21,63,4,38877,0,7742.7,643
10810,10801,0.13,2,0.28,0.28,11,63,3,32868,0,10111.21,1124
10810,10831,0.13,2,0.23,0.24,21,24,2,16440,2,7120.89,568
10811,10743,0.25,1,0.45,0.55,42,25,3,29775,2,21577.27,1059
10811,10793,0.26,1,0.48,0.52,31,41,1,11846,2,7469.86,140
10811,10821,0.2,2,0.39,0.39,31,42,1,11285,2,2392.53,164
10811,10872,0.34,2,0.63,0.69,42,25,3,29775,2,17591.35,1138
10812,10790,0.1,1,0.21,0.22,11,25,2,16317,2,7153.49,822
10812,10818,0.09,1,0.19,0.19,21,63,3,31772,0,5652.2,537
10812,10826,0.08,2,0.16,0.16,21,25,2,15982,2,3252.72,312
10813,10796,0.25,1,0.4,0.45,31,23,2,21820,2,13905.68,905
10813,10828,0.26,2,0.41,0.47,31,23,2,21820,2,14312.36,1093
10814,10795,0.25,1,0.42,0.44,31,32,2,27627,2,14499.88,849
10814,10830,0.26,2,0.48,0.52,42,33,2,24044,2,14538.19,947
10815,10810,0.09,2,0.17,0.18,21,63,4,38877,0,16896.93,1660
10816,10794,0.1,1,0.19,0.2,31,41,2,24268,2,12488.57,648
10816,10850,0.18,2,0.34,0.35,31,41,2,24268,2,13128.56,673
10817,10794,0.34,1,0.66,0.66,31,42,1,11285,2,2372.43,35
10817,10827,0.15,2,0.29,0.29,31,42,1,11285,2,1632.26,16
10818,10822,0.05,1,0.1,0.1,21,63,3,31772,0,4267.96,366
10819,10788,0.17,1,0.31,0.32,42,33,2,24044,2,7909.02,346
10819,10845,0.13,2,0.24,0.24,42,33,2,24044,2,9184.09,351
10820,10815,0.09,2,0.19,0.19,21,63,2,21004,0,6460.65,750
10821,10811,0.2,1,0.39,0.39,31,42,1,11285,2,2439.84,160
10821,10840,0.32,2,0.63,0.63,31,42,1,11285,2,1661.84,129
10822,10799,0.11,1,0.3,0.3,11,46,1,6170,2,510.05,86
10822,10838,0.09,2,0.22,0.23,21,45,1,8098,2,4016.29,296
10823,10797,0.12,1,0.23,0.24,21,24,2,16440,2,6643.42,380
10823,10807,0.25,1,0.49,0.49,31,42,2,23051,2,7291.82,345
10823,10825,0.05,2,0.1,0.1,31,42,1,11285,2,5170.83,355
10823,10834,0.07,2,0.12,0.12,21,24,2,16440,2,3508.93,131
10824,10796,0.13,1,0.24,0.26,31,34,1,11715,2,6113.8,184
10824,10842,0.09,2,0.18,0.19,31,34,1,11715,2,6221.73,172
10825,10823,0.05,1,0.1,0.1,31,42,1,11285,2,4418.43,253
10825,10834,0.08,1,0.17,0.17,21,63,2,21004,0,7343.33,519
10825,10839,0.2,2,0.38,0.39,31,42,1,11285,2,5825.33,400
10826,10812,0.08,1,0.16,0.16,21,25,2,15982,2,2702.78,173
10826,10820,0.09,2,0.19,0.19,21,63,2,21004,0,5768.2,691
10826,13132,0.13,2,0.24,0.24,31,42,1,11285,2,1206.02,40
10827,10817,0.15,1,0.29,0.29,31,42,1,11285,2,1784.88,26
10827,10845,0.25,2,0.49,0.49,31,42,1,11285,2,1877.05,31
10828,10784,0.22,1,0.41,0.47,42,25,3,29775,2,19000.68,1536
10828,10813,0.26,1,0.41,0.47,31,23,2,21820,2,14262.86,975
10828,10847,0.25,2,0.39,0.43,31,23,2,21820,2,13074.26,1017
10828,10852,0.13,2,0.23,0.27,42,25,3,29775,2,20469.96,1641
10829,10800,0.16,1,0.27,0.34,42,24,2,19314,2,15032.26,1895
10829,10843,0.2,2,0.38,0.38,31,42,1,11285,2,509.41,42
10829,10853,0.13,2,0.21,0.28,42,24,2,19314,2,16254.3,1931
10830,10773,0.25,1,0.42,0.46,42,24,3,29228,2,16595.9,835
10830,10814,0.26,1,0.48,0.52,42,33,2,24044,2,14814.65,864
10830,10837,0.12,2,0.2,0.24,42,24,2,19314,2,14325.94,1205
10830,10876,0.25,2,0.42,0.46,42,24,3,29228,2,17451.73,1103
10831,10810,0.13,1,0.23,0.24,21,24,2,16440,2,8077.87,675
10831,10836,0.09,2,0.18,0,21,43,1,8618,2,0,0
10831,10846,0.06,2,0.11,0.11,21,24,2,16440,2,7120.89,568
10832,10786,0.35,1,0.55,0.57,34,23,2,21820,2,9114.08,616
10832,10888,0.44,2,0.7,0.73,34,23,2,21820,2,9564.13,622
10833,10826,0.09,2,0.19,0.19,21,63,2,21004,0,5342.9,529
10834,10823,0.07,1,0.12,0.14,21,24,2,16440,2,9468.47,533
10834,13422,0.09,2,0.15,0.16,31,23,2,21820,2,10852.26,650
10835,10858,0.13,2,0.23,0.24,31,25,2,18441,2,7109.66,317
10835,13421,0.12,1,0.23,0.24,31,25,2,18441,2,5355.35,168
10836,10831,0.09,1,0.18,0,21,43,1,8618,2,0,0
10836,13132,0.19,2,0.4,0,21,43,1,8618,2,0,0
10837,10830,0.12,1,0.2,0.24,42,24,2,19314,2,14168.53,1103
10837,10849,0.12,2,0.21,0.24,42,24,2,19314,2,13151.65,1108
10838,10822,0.09,1,0.22,0.22,21,45,1,8098,2,112.74,4
10838,10833,0.08,2,0.15,0.15,21,63,2,21004,0,4245.49,411
10838,10844,0.07,2,0.14,0.14,31,42,1,11285,2,143.38,4
10838,13131,0.14,2,0.27,0.27,31,42,1,11285,2,4024.14,306
10839,10825,0.2,1,0.38,0.39,31,42,1,11285,2,5512.56,471
10839,10854,0.25,2,0.49,0.49,31,42,1,11285,2,2954.57,188
10840,10802,0.19,1,0.37,0.37,31,42,1,11285,2,1661.84,129
10840,10821,0.32,1,0.63,0.63,31,42,1,11285,2,1688.35,122
10841,10804,0.19,1,0.37,0.37,31,42,1,11285,2,2867.19,117
10841,10862,0.13,2,0.24,0.24,31,42,1,11285,2,3636.53,198
10842,10824,0.09,1,0.18,0.2,31,34,1,11715,2,6113.8,184
10842,10890,0.28,2,0.54,0.57,31,34,1,11715,2,6080.72,165
10843,10800,0.26,1,0.51,0.51,31,42,1,11285,2,2133.5,43
10843,10829,0.2,1,0.38,0.38,31,42,1,11285,2,519.96,36
10843,10860,0.3,2,0.59,0.59,31,42,1,11285,2,3025.81,84
10844,10778,0.3,1,0.81,0.81,11,46,1,6170,2,118.75,7
10844,10838,0.07,1,0.14,0.14,31,42,1,11285,2,411.56,84
10844,13128,0.21,2,0.4,0.4,31,42,1,11285,2,93.52,4
10845,10819,0.13,1,0.24,0.25,42,33,2,24044,2,9149.66,391
10845,10827,0.25,1,0.49,0.49,31,42,1,11285,2,2062.1,31
10845,10855,0.06,2,0.14,0.14,31,33,2,24044,2,8185.36,322
10845,10859,0.25,2,0.48,0.48,31,42,1,11285,2,2885.72,60
10846,10831,0.06,1,0.11,0.12,21,24,2,16440,2,8077.87,675
10846,10854,0.06,2,0.11,0.12,21,24,2,16440,2,8698.9,633
10846,10857,0.18,2,0.39,0.4,21,43,1,8618,2,3905.18,340
10847,10828,0.25,1,0.39,0.43,31,23,2,21820,2,12977.04,951
10847,10865,0.42,2,0.66,0.73,31,23,2,21820,2,12812.02,1015
10848,10770,0.34,1,0.6,0.63,31,24,3,27401,2,11987.69,455
10848,10875,0.16,2,0.29,0.31,31,24,3,27401,2,12996.34,479
10849,10837,0.12,1,0.21,0.24,42,24,2,19314,2,13019.8,1015
10849,10862,0.25,2,0.42,0.47,42,24,2,19314,2,12043,1014
10850,10816,0.18,1,0.34,0.36,31,41,2,24268,2,12842.8,670
10850,10868,0.12,2,0.22,0.23,31,41,2,24268,2,12687.24,673
10851,10805,0.24,2,0.22,0.3,31,11,4,118822,0,78308.29,9525
10852,10828,0.13,1,0.23,0.27,42,25,3,29775,2,20239.49,1627
10852,10866,0.09,2,0.17,0.2,42,25,3,29775,2,20469.96,1641
10853,10829,0.13,1,0.21,0.27,42,24,2,19314,2,15541.67,1937
10853,10882,0.14,2,0.23,0.29,42,24,2,19314,2,15366.38,1844
10854,10839,0.25,1,0.49,0.49,31,42,1,11285,2,3378.8,318
10854,10846,0.06,1,0.11,0.13,21,24,2,16440,2,11268.82,953
10854,10877,0.12,2,0.22,0.24,21,24,2,16440,2,8673.48,540
10855,10845,0.06,1,0.14,0.14,31,33,2,24044,2,8083.45,348
10855,10879,0.12,2,0.28,0.28,31,33,2,24044,2,7522.12,297
10856,10896,0.22,1,0.2,0.29,31,11,3,89518,0,66680.41,8464
10856,10905,0.27,1,0.54,0.55,31,71,1,21028,0,8002.01,610
10857,10846,0.18,1,0.39,0.39,21,43,1,8618,2,1947.87,109
10857,10861,0.09,2,0.18,0.18,31,43,1,8618,2,1681.1,169
10858,10835,0.13,1,0.23,0.24,31,25,2,18441,2,6598.91,288
10858,10904,0.25,2,0.46,0.47,31,25,2,18441,2,6398.57,292
