a,b,link_id,link_id2,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,location,screenline,zone,constructn,ccc,evac,corridor,c_segment,cosite,aadt,pswadt,auto,lt_trk,hy_trk,pddir_cnt,pdtrk_dir,dir_count,dltrk_dir,vol_total,trk_vol,vht,cht,vht1,cht1,trk_pct,spd_lnk,spd_lnk2,speed_org,speed_cng,uroadfactor,confactor,anode,bnode
5056,5052,505205056,0505205056,.63,1,1,1.48,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,FD_100142,32000,34000,2397,68,42,2506,110,16769,669,3193.6,384.65,53.23,41.77,78.76,81.79,12.04,0,0,38,25.62,.75,.4521,5052,5056
5056,5059,505605059,0505605059,.22,2,.34,.46,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,X,0,0,0,0,0,0,0,0,0,2937.17,406.65,16.64,0,22.6,25.52,13.84,0,0,38,28.09,.75,.4521,5056,5059
5057,5027,502705057,0502705057,1.94,1,3.06,3.07,31,31,1,3662,2,1,99,0,0,1,1,62,1062001,X,0,0,0,0,0,0,0,0,0,894.32,94,45.61,0,45.69,187.07,10.51,0,0,38,37.97,.75,.4521,5027,5057
5057,5069,505705069,0505705069,.79,2,1.25,1.52,31,23,1,1652,2,1,99,0,0,1,1,62,1062001,X,0,0,0,0,0,0,0,0,0,1260.81,80,26.27,0,31.85,41.74,6.35,0,0,38,31.31,.75,.4521,5057,5069
5058,5052,505205058,0505205058,.32,1,.51,.51,31,23,2,3317,2,1,99,0,0,0,0,0,0,HI_210170,7400,7800,0,0,0,745,0,4299,0,934.84,123,7.95,6.33,8,28.37,13.16,0,0,38,37.66,.75,.4521,5052,5058
5058,5067,505805067,0505805067,.95,2,1.5,1.5,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,110.61,7,2.77,0,2.77,82.91,6.33,0,0,38,38.03,.75,.4521,5058,5067
5059,5056,505605059,0505605059,.22,1,.34,.78,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,X,0,0,0,0,0,0,0,0,0,4238.16,422.65,24.02,0,55.03,43.06,9.97,0,0,38,16.64,.75,.4521,5056,5059
5059,5062,505905062,0505905062,.3,2,.47,.64,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,X,0,0,0,0,0,0,0,0,0,2937.17,406.65,23.01,0,31.24,35.28,13.84,0,0,38,27.97,.75,.4521,5059,5062
5060,5053,505305060,0505305060,.46,1,.9,.9,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,334.69,19,5.02,0,5.02,25.74,5.68,0,0,31,30.84,.85,.4521,5053,5060
5060,5061,506005061,0506005061,.27,2,.52,.52,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,525.96,33,4.56,0,4.57,14.9,6.27,0,0,31,30.82,.85,.4521,5060,5061
5061,5060,506005061,0506005061,.27,1,.52,.52,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,443.76,28,3.85,0,3.85,14.89,6.31,0,0,31,30.86,.85,.4521,5060,5061
5061,5064,506105064,0506105064,.5,2,.97,.98,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,636.3,22,10.29,0,10.34,27.88,3.46,0,0,31,30.74,.85,.4521,5061,5064
5062,5059,505905062,0505905062,.3,1,.47,1.08,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,X,0,0,0,0,0,0,0,0,0,4238.16,422.65,33.2,0,76.07,59.53,9.97,0,0,38,16.57,.75,.4521,5059,5062
5062,5063,506205063,0506205063,.4,2,.63,.87,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,X,0,0,0,0,0,0,0,0,0,3002.51,344.65,31.53,0,43.71,48.28,11.48,0,0,38,27.33,.75,.4521,5062,5063
5063,5062,506205063,0506205063,.4,1,.63,1.14,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,X,0,0,0,0,0,0,0,0,0,3702.76,362.65,38.88,0,70.17,62.85,9.79,0,0,38,20.99,.75,.4521,5062,5063
5063,5066,506305066,0506305066,.65,2,1.03,1.31,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,FD_106016,0,0,0,0,0,0,0,0,0,2715.75,297.65,46.62,0,59.3,72.42,10.96,0,0,38,29.96,.75,.4521,5063,5066
5064,5061,506105064,0506105064,.5,1,.97,.97,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,409.79,15,6.62,0,6.63,27.76,3.66,0,0,31,30.87,.85,.4521,5061,5064
5064,8849,506408849,0506408849,.6,2,1.16,1.16,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,524.21,18,10.13,0,10.16,33.25,3.43,0,0,31,30.84,.85,.4521,5064,8849
5065,5053,505305065,0505305065,.75,1,1.18,1.2,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1174.79,91,23.1,0,23.44,66.17,7.75,0,0,38,37.48,.75,.4521,5053,5065
5065,5072,506505072,0506505072,.49,2,.77,.8,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1533.59,125,19.68,0,20.41,44.13,8.15,0,0,38,36.56,.75,.4521,5065,5072
5066,5063,506305066,0506305066,.65,1,1.03,1.63,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,FD_106016,0,0,0,0,0,0,0,0,0,3376.76,309.65,57.97,0,91.76,90.13,9.17,0,0,38,24.07,.75,.4521,5063,5066
5066,5069,506605069,0506605069,.37,2,.59,.64,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,FD_100131,22500,24000,1067,56,32,1155,88,11843,576,1913.22,213.65,18.81,11.36,20.31,35.22,11.17,0,0,38,35.1,.75,.4521,5066,5069
5067,5058,505805067,0505805067,.95,1,1.5,1.5,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,191.29,10,4.78,0,4.78,82.92,5.23,0,0,38,38.03,.75,.4521,5058,5067
5067,5076,506705076,0506705076,.44,2,.7,.7,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,223.32,15,2.61,0,2.61,38.69,6.72,0,0,38,37.74,.75,.4521,5067,5076
5068,5071,506805071,0506805071,.69,2,1.33,1.33,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,482.67,16,10.7,0,10.72,38.09,3.31,0,0,31,30.87,.85,.4521,5068,5071
5068,8849,884905068,0884905068,.43,1,.83,.83,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,334.78,10,4.63,0,4.63,23.74,2.99,0,0,31,30.82,.85,.4521,5068,8849
5069,5057,505705069,0505705069,.79,1,1.25,1.33,31,23,1,1652,2,1,99,0,0,1,1,62,1062001,X,0,0,0,0,0,0,0,0,0,894.32,94,18.63,0,19.82,36.62,10.51,0,0,38,35.69,.75,.4521,5057,5069
5069,5066,506605069,0506605069,.37,1,.59,.73,31,23,2,3317,2,1,99,0,0,0,1,519,1519002,FD_100131,22500,24000,1793,40,36,1870,76,12157,451,2596.35,228.65,25.53,18.39,31.46,40.19,8.81,0,0,38,30.75,.75,.4521,5066,5069
5069,5070,506905070,0506905070,.23,2,.37,.38,31,23,1,1652,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,771.35,46,4.76,0,4.94,10.58,5.96,0,0,38,36.24,.75,.4521,5069,5070
5069,5073,506905073,0506905073,.64,2,1.07,1.2,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,X,0,0,0,0,0,0,0,0,0,1496.37,154.65,26.69,0,29.97,41.99,10.33,0,0,36,32.11,.75,.4521,5069,5073
5070,5069,506905070,0506905070,.23,1,.37,.39,31,23,1,1652,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,875.51,63,5.4,0,5.72,10.79,7.2,0,0,38,35.52,.75,.4521,5069,5070
5070,5090,507005090,0507005090,1.72,2,2.87,2.89,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,FD_100037,9700,10500,671,58,34,762,92,5417,522,771.35,46,36.9,36.45,37.22,101.17,5.96,0,0,36,35.74,.75,.4521,5070,5090
5071,5068,506805071,0506805071,.69,1,1.33,1.33,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,347.59,10,7.7,0,7.71,38.04,2.88,0,0,31,30.91,.85,.4521,5068,5071
5071,5076,507105076,0507105076,.32,2,.63,.63,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,482.67,16,5.07,0,5.08,18.04,3.31,0,0,31,30.85,.85,.4521,5071,5076
5072,5065,506505072,0506505072,.49,1,.77,.79,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1320.37,101,16.94,0,17.31,43.49,7.65,0,0,38,37.09,.75,.4521,5065,5072
5072,5079,507205079,0507205079,.55,2,.87,.92,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1692.17,123,24.54,0,25.81,50.59,7.27,0,0,38,36.03,.75,.4521,5072,5079
5073,5069,506905073,0506905073,.64,1,1.07,1.29,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,X,0,0,0,0,0,0,0,0,0,1708.85,166.65,30.47,0,36.85,45.21,9.75,0,0,36,29.83,.75,.4521,5069,5073
5073,5077,507305077,0507305077,.34,2,.57,.61,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,X,0,0,0,0,0,0,0,0,0,1264.2,140.65,12.01,0,12.76,21.17,11.13,0,0,36,33.78,.75,.4521,5073,5077
5074,5055,507405055,0507405055,1.22,2,1.12,1.16,31,12,3,13672,0,1,99,0,0,1,1,51,1051002,X,0,0,0,0,0,0,0,0,0,6523.14,1050.7,121.77,0,126.54,265.22,16.11,208,0,65,62.73,.7,.4521,5055,5074
5075,5102,507505102,0507505102,2.62,1,2.42,2.79,32,12,3,11621,0,1,99,0,0,1,1,51,1051002,X,0,0,0,0,0,0,0,0,0,8160.42,1072.7,329.14,0,379.05,539.81,13.15,808,0,65,56.5,.7,.4521,5075,5102
5076,5067,506705076,0506705076,.44,1,.7,.7,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,475.79,18,5.55,0,5.55,38.72,3.78,0,0,38,37.72,.75,.4521,5067,5076
5076,5071,507105076,0507105076,.32,1,.63,.63,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,347.59,10,3.65,0,3.65,18.02,2.88,0,0,31,30.89,.85,.4521,5071,5076
5076,5078,507605078,0507605078,.11,2,.22,.22,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,268.79,11,.99,0,.99,6.29,4.09,0,0,31,30.59,.85,.4521,5076,5078
5077,5073,507305077,0507305077,.34,1,.57,.66,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,X,0,0,0,0,0,0,0,0,0,1599.11,152.65,15.19,0,17.63,23.11,9.55,0,0,36,30.93,.75,.4521,5073,5077
5077,5080,507705080,0507705080,.94,2,1.57,1.67,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,FD_100007,12500,13500,835,50,48,933,98,6755,669,1264.2,140.65,33.08,24.41,35.15,58.31,11.13,0,0,36,33.78,.75,.4521,5077,5080
5078,5076,507605078,0507605078,.11,1,.22,.22,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,386.17,8,1.42,0,1.42,6.29,2.07,0,0,31,30.58,.85,.4521,5076,5078
5078,5085,507805085,0507805085,1.43,2,2.77,2.77,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,268.79,11,12.41,0,12.41,79.2,4.09,0,0,31,31.05,.85,.4521,5078,5085
5079,5072,507205079,0507205079,.55,1,.87,.89,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1289.67,99,18.7,0,19.08,49.05,7.68,0,0,38,37.15,.75,.4521,5072,5079
5079,5083,507905083,0507905083,.4,2,.63,.66,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1692.17,123,17.77,0,18.69,36.63,7.27,0,0,38,36.06,.75,.4521,5079,5083
5080,5077,507705080,0507705080,.94,1,1.57,1.82,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,FD_100007,12500,13500,1179,65,51,1296,116,6745,628,1599.11,152.65,41.84,33.91,48.55,63.67,9.55,0,0,36,30.93,.75,.4521,5077,5080
5080,5082,508005082,0508005082,.47,2,.79,.81,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,X,0,0,0,0,0,0,0,0,0,970.6,112.65,12.78,0,13.06,28.21,11.61,0,0,36,35.31,.75,.4521,5080,5082
5081,5124,508105124,0508105124,4.01,2,5.23,5.23,52,31,1,2056,2,1,1,0,0,0,1,0,0,HI_240027,2900,3100,137,50,25,211,75,1549,538,235.16,47.59,20.5,18.39,20.5,179.23,20.24,0,0,46,45.95,.75,.4521,5081,5124
5082,5036,503605082,0503605082,2.87,1,4.41,4.42,52,43,1,751,2,1,1,0,0,0,0,0,0,HI_220765,1150,1220,0,0,0,225,0,601,0,206.16,25.65,15.15,16.54,15.18,55.31,12.44,0,0,39,38.97,.85,.4521,5036,5082
5082,5080,508005082,0508005082,.47,1,.79,.8,31,32,1,2097,2,1,99,0,0,0,1,519,1519003,X,0,0,0,0,0,0,0,0,0,842.55,122.65,11.09,0,11.23,27.95,14.56,0,0,36,35.64,.75,.4521,5080,5082
5082,5087,508205087,0508205087,1.38,2,1.8,1.83,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,FD_100276,0,0,0,0,0,0,0,0,0,922.66,104,27.68,0,28.21,62.86,11.27,0,0,46,45.15,.75,.4521,5082,5087
5083,5079,507905083,0507905083,.4,1,.63,.64,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1289.67,99,13.54,0,13.81,35.52,7.68,0,0,38,37.19,.75,.4521,5079,5083
5083,5084,508305084,0508305084,.28,2,.43,.45,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1697.49,126,12.17,0,12.8,25.02,7.42,0,0,38,36.46,.75,.4521,5083,5084
5084,5083,508305084,0508305084,.28,1,.43,.44,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1314.68,103,9.42,0,9.62,24.28,7.83,0,0,38,37.57,.75,.4521,5083,5084
5084,5092,508405092,0508405092,.54,2,.85,.91,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,FD_106015,27500,29500,3007,63,36,3105,99,14836,655,1842.24,133,26.1,43.99,27.92,50.27,7.22,0,0,38,35.6,.75,.4521,5084,5092
5085,5078,507805085,0507805085,1.43,1,2.77,2.77,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,386.17,8,17.83,0,17.84,79.25,2.07,0,0,31,31.03,.85,.4521,5078,5085
5085,5088,508505088,0508505088,.33,2,.64,.64,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,268.79,11,2.87,0,2.87,18.3,4.09,0,0,31,30.96,.85,.4521,5085,5088
5086,5087,508705086,0508705086,.29,1,.38,.38,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,546.86,97,3.46,0,3.47,13.05,17.74,0,0,46,45.9,.75,.4521,5086,5087
5086,5091,508605091,0508605091,1.58,2,2.07,2.08,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,639.1,77,22.05,0,22.15,71.24,12.05,0,0,46,45.7,.75,.4521,5086,5091
5087,5082,508205087,0508205087,1.38,1,1.8,1.82,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,FD_100276,0,0,0,0,0,0,0,0,0,792.07,113,23.76,0,24.01,62.32,14.27,0,0,46,45.54,.75,.4521,5082,5087
5087,5086,508705086,0508705086,.29,2,.38,.38,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,816.2,87,5.17,0,5.23,13.17,10.66,0,0,46,45.48,.75,.4521,5086,5087
5087,5112,508705112,0508705112,2.41,2,3.71,3.73,52,43,1,751,2,1,99,0,0,0,0,0,0,HI_220295,0,0,0,0,0,0,0,0,0,260.18,31,16.09,0,16.15,46.64,11.91,0,0,39,38.87,.85,.4521,5087,5112
5088,5085,508505088,0508505088,.33,1,.64,.64,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,386.17,8,4.12,0,4.12,18.31,2.07,0,0,31,30.94,.85,.4521,5085,5088
5088,5089,508805089,0508805089,.38,2,.74,.74,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,254.55,8,3.14,0,3.14,21.16,3.14,0,0,31,31.16,.85,.4521,5088,5089
5089,5088,508805089,0508805089,.38,1,.74,.74,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,380.88,8,4.7,0,4.7,21.17,2.1,0,0,31,31.15,.85,.4521,5088,5089
5089,5090,508905090,0508905090,.56,2,1.09,1.09,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,521.47,30,9.47,0,9.5,31.24,5.75,0,0,31,30.84,.85,.4521,5089,5090
5090,5070,507005090,0507005090,1.72,1,2.87,2.91,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,FD_100037,9700,10500,719,53,49,821,102,5082,627,875.51,63,41.88,39.27,42.48,101.75,7.2,0,0,36,35.54,.75,.4521,5070,5090
5090,5089,508905090,0508905090,.56,1,1.09,1.1,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,706.23,30,12.83,0,12.94,31.42,4.25,0,0,31,30.67,.85,.4521,5089,5090
5090,5097,509005097,0509005097,.53,2,.89,.93,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1155.02,70,17.13,0,17.88,32.46,6.06,0,0,36,34.4,.75,.4521,5090,5097
5091,5086,508605091,0508605091,1.58,1,2.07,2.07,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,487.85,82,16.83,0,16.86,71.04,16.81,0,0,46,45.84,.75,.4521,5086,5091
5091,5095,509105095,0509105095,.93,2,1.21,1.21,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,306.92,46,6.19,0,6.19,41.47,14.99,0,0,46,46,.75,.4521,5091,5095
5092,5084,508405092,0508405092,.54,1,.85,.87,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,FD_106015,27500,29500,1620,98,59,1776,157,14664,693,1392.02,108,19.72,25.16,20.24,48.22,7.76,0,0,38,37.12,.75,.4521,5084,5092
5092,5093,509205093,0509205093,.32,2,.51,.55,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1842.24,133,15.66,0,16.75,30.16,7.22,0,0,38,35.46,.75,.4521,5092,5093
5093,5092,509205093,0509205093,.32,1,.51,.52,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1392.02,108,11.83,0,12.14,28.93,7.76,0,0,38,36.97,.75,.4521,5092,5093
5093,5098,509805093,0509805093,.45,1,.88,.88,31,42,2,3504,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1119.33,101,16.42,0,16.47,51.54,9.02,0,0,31,30.88,.85,.4521,5093,5098
5093,5103,509305103,0509305103,.76,2,1.2,1.42,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,2418.92,162,48.38,0,57.15,78.36,6.7,0,0,38,32.25,.75,.4521,5093,5103
5094,5096,509605094,0509605094,1.11,1,2.14,2.14,31,42,2,3504,2,1,99,0,0,0,0,0,0,HI_220215,0,0,0,0,0,0,0,0,0,869.17,97,31,0,31.03,125.1,11.16,0,0,31,30.99,.85,.4521,5094,5096
5094,5098,509405098,0509405098,.59,2,1.15,1.18,31,42,2,3504,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1852.63,95,35.51,0,36.31,68.66,5.13,0,0,31,30.32,.85,.4521,5094,5098
5095,5091,509105095,0509105095,.93,1,1.21,1.21,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,297.25,48,5.99,0,6,41.47,16.15,0,0,46,46,.75,.4521,5091,5095
5095,5100,509505100,0509505100,.58,2,.75,.75,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,306.92,46,3.84,0,3.84,25.71,14.99,0,0,46,46.25,.75,.4521,5095,5100
5096,5094,509605094,0509605094,1.11,2,2.14,2.19,31,42,2,3504,2,1,99,0,0,0,0,0,0,HI_220215,0,0,0,0,0,0,0,0,0,1852.63,95,66.08,0,67.56,127.77,5.13,0,0,31,30.34,.85,.4521,5094,5096
5097,5090,509005097,0509005097,.53,1,.89,.98,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1443.94,87,21.42,0,23.7,34.42,6.03,0,0,36,32.44,.75,.4521,5090,5097
5097,5099,509705099,0509705099,.18,2,.31,.33,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1304.97,89,6.74,0,7.22,11.6,6.82,0,0,36,33.36,.75,.4521,5097,5099
5098,5093,509805093,0509805093,.45,2,.88,.9,31,42,2,3504,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1812.23,104,26.58,0,27.13,52.44,5.74,0,0,31,30.35,.85,.4521,5093,5098
5098,5094,509405098,0509405098,.59,1,1.15,1.15,31,42,2,3504,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,869.17,97,16.66,0,16.68,67.23,11.16,0,0,31,30.96,.85,.4521,5094,5098
5099,5097,509705099,0509705099,.18,1,.31,.36,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1636.98,109,8.46,0,9.95,12.74,6.66,0,0,36,30.38,.75,.4521,5097,5099
5099,5104,509905104,0509905104,.68,2,1.13,1.21,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1304.97,89,24.58,0,26.32,42.3,6.82,0,0,36,33.57,.75,.4521,5099,5104
5100,5095,509505100,0509505100,.58,1,.75,.75,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,297.25,48,3.72,0,3.72,25.7,16.15,0,0,46,46.25,.75,.4521,5095,5100
5100,5105,510005105,0510005105,1.78,2,2.32,2.32,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,311.5,45,12.04,0,12.05,79.52,14.45,0,0,46,46.01,.75,.4521,5100,5105
5101,5074,510105074,0510105074,2.63,2,2.43,2.6,32,12,3,11621,0,1,99,0,0,1,1,51,1051002,X,0,0,0,0,0,0,0,0,0,6523.14,1050.7,264.19,0,282.48,503.26,16.11,807,0,65,60.81,.7,.4521,5074,5101
5102,5107,510205107,0510205107,.6,1,.56,.64,32,12,3,11621,0,1,99,0,0,1,1,51,1051002,X,0,0,0,0,0,0,0,0,0,8160.42,1072.7,76.16,0,87.71,124.91,13.15,808,0,65,56.04,.7,.4521,5102,5107
5103,5093,509305103,0509305103,.76,1,1.2,1.22,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,1271.78,135,25.44,0,25.92,67.6,10.62,0,0,38,37.38,.75,.4521,5093,5103
5103,5109,510305109,0510305109,.65,2,1.02,1.21,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,FD_100051,28500,30500,0,0,0,3603,0,15777,0,2418.92,162,41.12,61.25,48.58,66.61,6.7,0,0,38,32.25,.75,.4521,5103,5109
5104,5099,509905104,0509905104,.68,1,1.13,1.33,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1636.98,109,30.83,0,36.26,46.45,6.66,0,0,36,30.57,.75,.4521,5099,5104
5104,5108,510405108,0510405108,.48,2,.79,.85,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1331.65,99,17.53,0,18.89,29.74,7.43,0,0,36,33.58,.75,.4521,5104,5108
5105,5100,510005105,0510005105,1.78,1,2.32,2.32,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,290.37,47,11.23,0,11.23,79.51,16.19,0,0,46,46.02,.75,.4521,5100,5105
5105,5124,510505124,0510505124,2.76,2,3.6,3.6,52,31,1,2056,2,1,99,0,0,0,1,519,1519004,X,0,0,0,0,0,0,0,0,0,358.16,56,21.49,0,21.5,123.41,15.64,0,0,46,45.98,.75,.4521,5105,5124
5106,5101,510605101,0510605101,.6,2,.56,.6,32,12,3,11621,0,1,99,0,0,1,1,51,1051002,X,0,0,0,0,0,0,0,0,0,6523.14,1050.7,60.88,0,65.1,115.98,16.11,807,0,65,60.37,.7,.4521,5101,5106
5107,5116,510705116,0510705116,.56,1,.52,.6,32,12,3,11621,0,1,99,0,0,1,1,51,1051002,FD_100143,68500,73000,5233,133,321,5687,454,35470,4573,8160.42,1072.7,70.72,49.29,81.45,115.99,13.15,808,0,65,56.58,.7,.4521,5107,5116
5108,5104,510405108,0510405108,.48,1,.79,1.03,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1883.29,121,24.8,0,32.45,36.13,6.42,0,0,36,27.65,.75,.4521,5104,5108
5108,5110,510805110,0510805110,.14,2,.24,.27,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1543.83,111,6.18,0,7.04,9.56,7.19,0,0,36,31.29,.75,.4521,5108,5110
5109,5103,510305109,0510305109,.65,1,1.02,1.04,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,FD_100051,28500,30500,0,0,0,1915,0,14723,0,1271.78,135,21.62,32.56,22.03,57.46,10.62,0,0,38,37.38,.75,.4521,5103,5109
5109,5111,510905111,0510905111,.34,2,.54,.94,31,23,2,3317,2,1,99,0,0,1,1,1,1001002,X,0,0,0,0,0,0,0,0,0,3621.22,280,32.59,0,56.86,52.07,7.73,0,0,38,21.88,.75,.4521,5109,5111
5110,5108,510805110,0510805110,.14,1,.24,.38,31,32,1,2097,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,2196.23,138,8.78,0,13.8,13.17,6.28,0,0,36,22.7,.75,.4521,5108,5110
5110,5114,511005114,0511005114,.91,2,1.77,1.77,31,42,1,1715,2,1,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,20.41,0,.6,0,.6,50.6,0,0,0,31,31.01,.85,.4521,5110,5114
5110,5119,511005119,0511005119,.76,2,1.27,1.27,31,32,3,6299,2,1,99,0,0,1,1,62,1062002,X,0,0,0,0,0,0,0,0,0,1565.87,111,33.14,0,33.2,133.56,7.09,0,0,36,35.93,.75,.4521,5110,5119
